Names,EPDM_Membrane_R1,EPDM_Membrane_R2,EPDM_Membrane_R3,EPDM_Membrane_R4,EPDM_Membrane_R5,Mean,Std. Dev.
1833,155.7,234.0,197.9,190.0,180.2,191.6,28.5
1834,152.5,235.3,199.6,188.9,177.9,190.9,30.4
1835,153.3,240.1,199.0,188.7,182.7,192.8,31.5
1836,152.9,236.5,195.7,189.1,183.1,191.4,30.0
1837,153.0,236.5,198.6,189.1,180.7,191.6,30.3
1838,152.3,237.9,199.9,189.2,178.6,191.6,31.4
1839,151.9,235.5,199.8,189.2,181.6,191.6,30.3
1840,153.4,232.4,195.8,189.4,180.1,190.2,28.6
1841,151.9,233.8,202.3,190.2,179.1,191.4,30.1
1842,150.5,233.2,200.7,191.7,184.5,192.1,29.8
1843,147.8,234.7,198.3,189.2,184.1,190.8,31.1
1844,150.5,234.4,197.1,190.9,183.5,191.3,30.1
1845,149.1,233.3,199.9,185.9,182.1,190.1,30.5
1846,148.3,234.1,200.4,189.5,185.9,191.7,30.8
1847,147.5,231.8,200.3,190.0,182.5,190.4,30.5
1848,148.3,237.7,200.5,188.8,185.4,192.1,32.1
1849,148.4,234.2,197.9,189.8,186.1,191.3,30.6
1850,145.8,232.8,200.9,190.7,184.3,190.9,31.3
1851,146.3,233.4,196.5,187.8,187.1,190.2,31.0
1852,148.2,239.1,199.3,189.6,183.9,192.0,32.6
1853,145.7,235.4,200.5,189.4,183.7,190.9,32.3
1854,148.3,238.3,196.5,187.4,183.6,190.8,32.2
1855,144.8,234.8,198.9,187.9,184.9,190.3,32.3
1856,146.1,236.3,196.9,189.5,187.2,191.2,32.1
1857,145.9,232.8,198.3,188.0,186.5,190.3,31.1
1858,144.0,235.0,200.6,184.5,182.8,189.4,32.9
1859,144.5,232.5,198.6,187.7,181.1,188.9,31.7
1860,141.3,235.8,196.8,190.3,183.4,189.5,33.7
1861,142.9,234.8,201.7,188.6,184.1,190.4,33.2
1862,143.3,233.6,202.1,189.6,181.3,190.0,32.8
1863,142.2,234.2,198.3,187.0,182.0,188.7,33.0
1864,142.0,235.0,199.1,187.9,183.6,189.5,33.4
1865,142.0,234.9,199.3,190.1,184.4,190.1,33.3
1866,140.2,231.5,201.9,187.4,185.3,189.2,33.0
1867,141.8,233.9,199.0,187.1,181.6,188.7,33.1
1868,141.2,231.0,200.6,188.2,182.5,188.7,32.5
1869,141.5,232.6,201.2,189.6,182.6,189.5,33.0
1870,139.7,234.1,200.2,189.8,182.6,189.3,34.0
1871,138.3,233.5,198.6,189.1,185.5,189.0,34.1
1872,138.9,233.3,198.1,188.5,185.0,188.8,33.8
1873,140.0,233.5,200.5,187.1,181.5,188.5,33.8
1874,138.1,231.0,199.8,188.4,182.0,187.8,33.6
1875,139.5,235.8,198.9,189.1,182.0,189.1,34.6
1876,139.0,233.1,201.0,188.7,179.4,188.2,34.2
1877,136.2,234.7,201.5,190.4,182.1,189.0,35.7
1878,138.4,232.7,200.6,189.0,179.8,188.1,34.2
1879,135.6,233.3,203.1,190.0,181.0,188.6,35.6
1880,138.6,233.3,200.3,190.5,183.7,189.3,34.1
1881,134.6,236.8,197.4,190.4,184.5,188.7,36.5
1882,136.6,233.3,200.3,188.4,184.1,188.6,34.9
1883,136.9,230.7,200.9,187.9,185.8,188.4,34.0
1884,138.3,231.9,201.1,189.7,183.6,188.9,33.8
1885,134.8,232.9,202.5,191.2,183.7,189.0,35.6
1886,135.9,231.9,200.3,189.7,182.9,188.1,34.7
1887,135.1,231.8,199.8,188.7,181.9,187.5,35.0
1888,135.5,229.7,199.8,188.2,180.4,186.7,34.2
1889,134.2,232.4,202.1,187.7,183.7,188.0,35.6
1890,133.5,229.2,201.0,189.1,182.9,187.1,34.9
1891,133.8,234.2,200.4,188.6,186.2,188.6,36.2
1892,133.9,230.1,200.5,185.0,185.4,187.0,34.9
1893,131.2,231.3,204.5,189.6,181.5,187.6,36.8
1894,134.0,233.3,202.5,189.1,183.5,188.5,36.0
1895,131.3,236.3,200.1,189.1,185.0,188.4,37.8
1896,131.9,230.3,201.0,187.2,187.4,187.6,35.7
1897,132.1,233.8,199.8,189.4,185.8,188.2,36.6
1898,132.1,230.9,201.3,190.2,187.4,188.4,35.9
1899,130.6,233.0,199.0,188.5,183.9,187.0,36.9
1900,129.5,228.0,201.3,189.6,186.3,186.9,36.0
1901,130.6,233.0,200.2,186.9,185.6,187.3,37.0
1902,130.0,226.0,201.9,187.5,184.1,185.9,35.3
1903,128.4,225.2,199.8,191.0,185.5,186.0,35.6
1904,129.4,228.8,201.7,190.8,185.4,187.2,36.4
1905,128.7,228.7,203.5,189.6,183.2,186.7,36.9
1906,128.1,229.1,200.1,188.7,187.0,186.6,36.8
1907,127.6,232.5,205.4,189.6,185.2,188.1,38.5
1908,127.0,228.9,201.9,190.0,187.7,187.1,37.4
1909,127.0,228.1,201.9,188.7,185.8,186.3,37.1
1910,126.0,227.1,199.7,190.7,185.1,185.7,37.1
1911,126.4,231.6,201.3,190.2,186.3,187.2,38.3
1912,125.4,230.2,198.2,191.1,187.2,186.4,38.1
1913,126.4,229.0,200.0,190.4,187.5,186.6,37.5
1914,126.0,228.2,202.5,190.7,182.9,186.0,37.7
1915,124.1,224.8,200.1,192.3,183.0,184.9,37.3
1916,124.8,230.1,200.7,189.2,180.8,185.1,38.5
1917,123.3,229.0,203.6,192.7,184.6,186.6,39.1
1918,123.4,227.7,201.8,190.5,183.7,185.4,38.5
1919,123.2,226.1,200.9,192.2,186.6,185.8,38.1
1920,122.3,231.7,203.6,188.4,184.4,186.1,40.2
1921,122.5,227.6,199.1,190.7,183.5,184.7,38.6
1922,120.8,228.0,201.5,186.7,181.6,183.7,39.5
1923,122.8,227.5,203.2,190.9,184.5,185.8,38.8
1924,121.7,225.5,203.8,192.5,181.4,185.0,38.9
1925,120.2,223.4,200.4,189.5,181.4,183.0,38.5
1926,120.3,227.3,204.3,190.4,183.5,185.2,40.0
1927,120.1,224.1,201.6,190.9,181.4,183.6,38.9
1928,117.9,225.7,203.3,192.9,184.6,184.9,40.5
1929,120.5,222.8,203.4,190.4,180.2,183.4,38.6
1930,119.2,224.4,199.9,190.7,182.8,183.4,39.1
1931,119.6,224.2,199.9,189.9,181.9,183.1,38.9
1932,120.2,225.2,202.4,191.3,184.8,184.8,39.2
1933,118.9,226.5,203.3,195.3,181.8,185.1,40.5
1934,118.9,226.1,200.9,190.1,181.1,183.4,39.8
1935,117.8,223.6,203.0,190.9,184.3,183.9,39.9
1936,117.3,226.1,201.3,189.6,180.6,183.0,40.5
1937,118.4,225.4,203.8,190.9,182.1,184.1,40.2
1938,117.0,224.7,204.1,191.4,181.6,183.8,40.7
1939,117.9,227.5,199.6,190.0,181.6,183.3,40.4
1940,117.7,226.5,203.7,192.8,181.2,184.4,40.9
1941,117.9,224.4,203.7,191.0,181.8,183.7,40.1
1942,117.8,224.9,203.1,190.1,180.9,183.4,40.2
1943,116.9,225.4,204.7,189.8,180.3,183.4,40.9
1944,117.0,225.4,205.6,190.4,183.6,184.4,41.0
1945,117.2,225.7,205.4,191.7,181.7,184.4,41.0
1946,117.4,223.3,201.9,191.2,178.5,182.4,39.9
1947,115.0,225.2,202.7,191.0,179.4,182.7,41.4
1948,115.4,226.1,204.8,188.6,182.5,183.5,41.7
1949,114.4,226.3,203.7,185.8,181.9,182.4,41.9
1950,116.2,225.0,204.6,189.7,181.1,183.3,41.1
1951,114.2,225.1,203.5,192.8,180.5,183.2,41.9
1952,112.9,221.1,200.7,192.4,180.3,181.5,41.1
1953,114.1,223.7,203.1,189.2,180.3,182.1,41.4
1954,115.5,224.2,202.3,189.4,184.0,183.1,40.8
1955,114.5,227.1,203.9,191.0,183.6,184.0,42.2
1956,113.4,224.1,204.6,186.6,184.5,182.6,41.9
1957,114.3,224.5,202.5,189.5,181.2,182.4,41.4
1958,111.1,222.7,203.7,188.6,182.2,181.7,42.4
1959,113.2,223.4,203.8,192.2,180.5,182.6,41.9
1960,114.7,222.9,201.8,188.5,178.8,181.3,40.8
1961,112.2,225.0,202.5,187.6,180.8,181.6,42.3
1962,110.6,226.2,203.5,189.1,182.8,182.5,43.5
1963,111.6,224.6,201.8,188.7,182.1,181.8,42.4
1964,110.7,221.4,199.0,191.6,183.3,181.2,41.9
1965,111.2,221.4,199.0,192.6,178.9,180.6,41.8
1966,109.9,224.3,199.9,187.2,184.6,181.2,42.8
1967,110.0,220.7,201.0,189.9,183.3,181.0,42.2
1968,109.9,224.5,201.2,192.0,181.4,181.8,43.3
1969,108.0,224.0,199.0,186.6,185.7,180.7,43.5
1970,107.7,223.4,199.2,188.6,182.9,180.4,43.5
1971,108.6,222.9,201.2,185.5,184.3,180.5,43.1
1972,106.7,223.6,200.9,188.3,181.0,180.1,44.1
1973,108.2,221.7,199.3,187.9,182.0,179.8,42.8
1974,106.6,219.7,195.8,190.6,182.4,179.0,42.8
1975,104.5,223.3,201.4,191.2,182.3,180.5,45.1
1976,105.8,219.7,197.7,189.5,185.4,179.7,43.3
1977,104.6,223.0,198.1,189.4,180.4,179.1,44.6
1978,106.5,219.4,199.3,188.7,180.1,178.8,43.0
1979,104.4,221.0,199.2,187.3,181.9,178.7,44.2
1980,105.4,219.0,198.0,191.3,179.6,178.7,43.4
1981,103.7,220.0,196.5,187.0,181.9,177.8,44.0
1982,103.2,217.6,198.1,190.6,182.9,178.5,44.0
1983,101.9,219.5,198.2,190.0,181.5,178.2,45.0
1984,101.2,218.9,201.4,190.3,181.5,178.7,45.5
1985,102.2,221.1,199.8,185.8,181.5,178.1,45.1
1986,101.4,225.2,200.3,190.3,180.7,179.6,46.7
1987,101.5,216.7,198.7,187.3,183.7,177.6,44.4
1988,101.0,218.6,200.0,188.8,177.8,177.2,45.2
1989,101.0,221.1,199.9,185.9,181.2,177.8,45.6
1990,100.3,217.7,198.5,188.6,182.4,177.5,45.2
1991,99.6,217.4,197.8,191.2,179.5,177.1,45.4
1992,99.6,219.5,199.2,190.2,178.5,177.4,46.0
1993,100.5,217.9,197.5,187.9,179.1,176.6,44.9
1994,101.5,214.9,199.2,190.2,179.3,177.0,44.2
1995,100.9,219.7,197.4,187.3,181.0,177.2,45.2
1996,99.9,218.6,195.4,188.9,180.9,176.7,45.2
1997,99.9,219.5,196.0,189.8,177.2,176.5,45.5
1998,99.8,220.8,199.3,188.4,178.0,177.3,46.1
1999,98.8,219.5,196.9,186.0,179.7,176.2,45.8
2000,99.3,220.3,199.1,184.6,180.0,176.7,46.0
2001,99.2,220.3,197.7,186.7,175.8,175.9,45.9
2002,99.3,218.1,195.7,189.8,176.0,175.8,45.4
2003,99.0,222.3,197.8,184.0,177.6,176.1,46.4
2004,97.7,222.6,196.3,188.2,175.9,176.1,47.1
2005,97.8,218.2,196.5,189.6,177.7,176.0,46.1
2006,98.3,220.3,196.0,188.3,177.4,176.1,46.3
2007,96.6,217.8,195.3,189.4,176.1,175.0,46.4
2008,97.5,221.0,195.7,185.1,180.3,175.9,46.6
2009,97.7,221.0,198.1,186.7,177.6,176.2,46.8
2010,96.6,220.0,195.4,190.2,175.7,175.6,47.0
2011,97.6,218.2,196.9,190.0,179.8,176.5,46.3
2012,96.1,218.9,193.0,186.8,176.4,174.2,46.4
2013,96.9,222.6,195.2,186.0,177.6,175.7,47.2
2014,97.0,220.2,192.8,187.9,179.3,175.4,46.5
2015,96.4,218.8,196.7,188.2,182.2,176.5,46.8
2016,97.6,221.0,192.9,186.1,179.5,175.4,46.3
2017,95.3,221.2,197.2,187.3,181.0,176.4,47.9
2018,96.6,216.5,193.3,186.7,180.2,174.6,45.7
2019,95.0,219.3,194.2,187.0,174.6,174.0,47.1
2020,96.6,219.2,195.8,185.8,177.3,174.9,46.5
2021,95.1,219.5,193.0,188.6,179.8,175.2,47.2
2022,95.0,219.0,194.5,188.4,179.7,175.3,47.2
2023,95.2,217.9,194.0,187.4,180.7,175.0,46.8
2024,95.5,220.2,191.3,186.1,179.2,174.4,46.8
2025,94.6,216.0,193.9,188.9,179.2,174.5,46.7
2026,93.8,219.8,195.1,186.2,178.9,174.7,47.8
2027,94.2,219.6,197.5,187.5,180.1,175.8,48.0
2028,94.0,217.0,195.9,188.5,179.1,174.9,47.3
2029,94.9,218.1,195.0,185.9,178.8,174.6,46.9
2030,94.3,223.8,193.1,185.7,182.7,175.9,48.4
2031,93.3,218.5,196.5,186.0,179.5,174.7,47.9
2032,93.0,220.9,194.3,184.7,179.1,174.4,48.2
2033,93.3,215.8,195.2,189.9,179.8,174.8,47.4
2034,93.5,217.3,193.1,185.8,178.8,173.7,47.1
2035,92.9,222.6,196.2,187.2,177.7,175.3,49.0
2036,93.1,218.4,195.2,188.5,180.5,175.1,48.0
2037,93.3,215.1,191.6,189.9,181.8,174.4,47.0
2038,92.8,216.0,196.6,186.3,178.5,174.0,47.5
2039,92.6,219.5,194.4,187.4,183.2,175.4,48.4
2040,92.4,217.2,194.1,187.8,178.2,173.9,47.8
2041,91.9,218.7,194.2,186.9,179.0,174.1,48.3
2042,92.4,217.8,191.8,187.5,183.5,174.6,47.9
2043,94.0,216.3,193.4,185.0,182.8,174.3,46.8
2044,93.8,216.1,193.8,186.3,181.6,174.3,46.9
2045,92.4,216.8,192.5,188.6,184.3,174.9,47.8
2046,92.0,217.4,198.9,185.4,181.0,174.9,48.5
2047,91.5,215.6,194.2,184.8,182.9,173.8,47.8
2048,91.4,216.5,193.0,187.0,182.0,174.0,48.0
2049,91.2,215.9,191.0,183.8,177.2,171.8,47.4
2050,91.4,212.5,193.8,184.8,177.5,172.0,46.9
2051,91.9,215.7,194.7,184.5,181.6,173.7,47.6
2052,92.2,214.2,194.4,190.2,179.9,174.2,47.5
2053,91.1,216.7,193.8,186.1,181.2,173.8,48.2
2054,90.2,217.1,191.4,187.6,181.2,173.5,48.5
2055,91.3,217.1,191.5,186.7,182.4,173.8,48.1
2056,88.8,216.7,193.8,183.5,182.3,173.0,49.1
2057,89.9,216.8,192.0,187.3,180.2,173.2,48.6
2058,89.3,217.0,190.4,187.1,178.5,172.4,48.7
2059,87.8,214.7,193.2,185.0,178.9,171.9,49.0
2060,89.5,212.2,193.1,184.3,181.9,172.2,47.7
2061,88.7,217.9,190.5,187.1,182.1,173.3,49.3
2062,88.9,219.7,194.2,184.1,181.1,173.6,49.7
2063,89.1,216.2,193.1,181.6,184.0,172.8,48.7
2064,87.0,217.0,191.7,182.3,179.9,171.6,49.5
2065,87.8,213.5,191.5,182.6,181.6,171.4,48.5
2066,87.6,215.5,191.1,183.9,180.4,171.7,49.0
2067,87.2,216.9,190.7,186.6,180.6,172.4,49.6
2068,85.7,215.2,193.9,185.7,183.4,172.8,50.3
2069,87.1,215.8,192.7,185.9,180.4,172.4,49.5
2070,86.4,213.0,192.1,186.8,180.4,171.7,49.3
2071,86.3,218.0,193.9,186.1,179.6,172.8,50.5
2072,85.9,214.0,192.1,186.4,178.0,171.3,49.6
2073,86.4,214.0,190.6,183.0,182.9,171.4,49.2
2074,86.3,214.8,191.3,183.0,180.2,171.1,49.4
2075,86.1,213.4,191.8,184.4,180.6,171.3,49.3
2076,86.3,213.1,191.6,185.0,180.9,171.4,49.2
2077,87.0,212.4,191.6,186.1,180.4,171.5,48.8
2078,85.8,211.5,190.9,187.3,178.4,170.8,49.0
2079,85.0,214.3,190.5,186.4,178.9,171.0,49.9
2080,85.4,212.4,187.0,185.2,176.0,169.2,48.7
2081,84.8,214.3,192.4,186.6,178.4,171.3,50.2
2082,85.7,212.8,190.1,188.3,181.0,171.6,49.5
2083,86.0,214.9,191.0,186.3,179.5,171.6,49.6
2084,85.2,214.9,188.4,183.0,178.7,170.0,49.5
2085,85.8,213.3,187.0,183.2,178.2,169.5,48.7
2086,86.3,214.1,189.6,185.4,181.0,171.3,49.2
2087,84.9,216.4,188.5,183.4,180.4,170.7,50.1
2088,83.6,214.6,188.8,181.5,176.3,169.0,49.9
2089,86.1,212.7,192.1,185.9,180.3,171.4,49.2
2090,83.4,212.6,187.4,187.2,176.6,169.4,49.9
2091,84.1,213.8,189.3,184.8,181.3,170.7,50.0
2092,85.2,215.4,189.1,182.4,182.9,171.0,49.8
2093,84.8,212.9,190.1,184.5,180.7,170.6,49.5
2094,84.1,214.4,186.3,183.5,179.2,169.5,49.7
2095,84.5,211.8,188.7,182.9,180.1,169.6,49.2
2096,83.2,210.7,187.5,183.7,179.2,168.9,49.4
2097,83.6,213.6,189.0,186.4,182.4,171.0,50.4
2098,82.4,215.1,186.5,184.1,179.7,169.6,50.7
2099,83.6,216.0,186.3,186.4,177.8,170.0,50.4
2100,82.6,215.0,185.1,185.3,181.7,169.9,50.6
2101,81.9,214.2,186.7,185.3,177.7,169.2,50.7
2102,82.6,211.2,185.4,183.5,176.8,167.9,49.4
2103,80.9,211.6,185.8,184.0,179.4,168.3,50.5
2104,82.3,213.5,188.0,184.4,173.7,168.4,50.3
2105,81.8,211.9,185.0,188.1,176.4,168.6,50.3
2106,80.9,213.4,184.3,186.5,176.9,168.4,50.8
2107,82.2,211.6,186.2,183.7,177.8,168.3,49.8
2108,81.8,213.7,183.0,183.6,179.5,168.3,50.3
2109,81.1,213.1,185.7,185.3,177.6,168.6,50.7
2110,80.3,208.5,185.2,184.3,178.4,167.3,50.0
2111,79.6,210.7,184.9,185.3,176.9,167.5,50.8
2112,79.0,211.9,181.9,186.6,172.7,166.4,51.0
2113,80.5,213.9,187.0,184.3,176.2,168.4,51.1
2114,79.8,213.0,183.8,184.4,177.8,167.8,51.0
2115,78.9,214.3,184.4,187.1,177.9,168.5,52.0
2116,79.7,215.8,184.4,181.9,178.1,168.0,51.6
2117,79.1,208.1,184.1,184.0,177.3,166.5,50.2
2118,78.3,210.4,183.9,187.2,176.6,167.3,51.3
2119,78.1,210.5,183.6,185.2,179.2,167.3,51.4
2120,77.9,211.0,181.6,183.5,178.1,166.4,51.2
2121,78.5,211.4,183.4,184.7,177.6,167.1,51.2
2122,77.6,213.5,183.0,183.0,177.4,166.9,51.9
2123,77.4,212.5,187.2,186.7,177.9,168.3,52.5
2124,76.9,213.3,184.3,184.8,178.2,167.5,52.4
2125,76.8,212.1,182.4,185.1,179.3,167.1,52.1
2126,76.8,212.9,180.2,184.5,179.8,166.8,52.2
2127,77.1,212.5,182.7,182.8,176.8,166.4,51.8
2128,75.8,212.4,184.7,183.2,177.8,166.8,52.6
2129,76.1,212.9,184.6,184.9,178.3,167.4,52.8
2130,76.6,210.7,183.7,186.5,176.2,166.7,52.0
2131,76.0,210.9,181.2,185.7,175.9,165.9,52.1
2132,76.3,212.7,184.6,185.3,175.4,166.9,52.5
2133,74.9,210.3,182.3,184.2,175.3,165.4,52.3
2134,75.8,215.0,183.0,180.6,178.7,166.6,52.9
2135,75.6,210.6,185.0,187.1,176.6,167.0,52.6
2136,75.0,210.5,184.5,186.3,173.2,165.9,52.6
2137,75.7,211.8,186.9,184.1,173.8,166.5,52.6
2138,75.3,214.3,184.5,182.3,175.5,166.4,53.1
2139,75.5,213.3,183.5,181.1,178.4,166.3,52.7
2140,75.3,211.6,182.7,181.7,175.3,165.3,52.2
2141,76.3,208.0,182.9,183.0,176.2,165.3,51.2
2142,75.3,208.2,182.0,182.4,176.3,164.8,51.5
2143,75.2,209.5,183.5,184.3,176.8,165.8,52.2
2144,75.3,210.9,184.1,182.5,176.4,165.8,52.3
2145,74.3,211.9,183.1,182.9,175.2,165.5,52.8
2146,73.8,211.6,182.1,180.8,176.5,165.0,52.9
2147,74.1,210.8,183.4,183.4,176.3,165.6,52.8
2148,75.1,211.0,183.1,179.5,177.6,165.3,52.2
2149,73.7,210.7,184.1,177.4,173.5,163.9,52.5
2150,73.6,212.6,185.3,181.5,176.0,165.8,53.4
2151,73.2,209.4,182.0,180.4,176.4,164.3,52.6
2152,73.5,210.4,182.3,180.4,174.9,164.3,52.6
2153,73.2,211.5,184.2,179.9,173.2,164.4,53.0
2154,73.3,211.4,181.8,178.4,177.7,164.5,52.9
2155,72.9,209.7,182.4,178.8,173.9,163.5,52.5
2156,72.7,211.3,181.8,179.7,175.6,164.2,53.1
2157,72.1,209.5,183.0,174.0,175.5,162.8,52.7
2158,73.0,212.6,182.1,180.2,179.0,165.4,53.5
2159,71.4,209.0,183.9,178.4,176.4,163.8,53.3
2160,72.9,209.2,181.3,178.3,173.7,163.1,52.3
2161,71.5,212.3,180.2,178.5,174.2,163.3,53.6
2162,72.6,212.1,180.8,177.7,173.2,163.3,52.9
2163,72.1,210.3,183.4,181.4,173.6,164.2,53.3
2164,70.8,212.4,179.9,179.7,172.1,163.0,53.8
2165,71.0,210.9,181.1,179.4,171.9,162.9,53.5
2166,71.0,210.2,183.7,177.9,171.4,162.8,53.4
2167,71.6,213.8,182.0,175.1,173.1,163.1,53.7
2168,70.3,214.1,180.3,176.7,173.8,163.0,54.3
2169,70.5,210.5,180.8,178.2,173.9,162.8,53.6
2170,70.1,212.3,182.5,179.3,173.8,163.6,54.3
2171,70.1,212.3,181.4,175.0,174.9,162.7,54.1
2172,70.5,211.5,183.6,170.7,174.6,162.2,53.7
2173,69.8,212.9,182.2,173.8,172.8,162.3,54.2
2174,70.5,209.7,181.9,174.9,175.8,162.6,53.4
2175,70.8,209.2,181.5,172.8,175.1,161.9,53.0
2176,69.5,210.9,180.5,174.9,176.6,162.5,54.0
2177,69.2,209.1,183.9,174.6,175.8,162.5,54.0
2178,68.7,207.9,182.0,178.9,172.6,162.0,53.9
2179,69.6,207.5,182.9,178.4,172.5,162.2,53.4
2180,69.7,210.2,180.1,179.5,172.6,162.4,53.8
2181,69.2,208.6,182.9,177.5,171.8,162.0,53.8
2182,69.3,207.9,178.2,174.4,173.1,160.6,53.0
2183,68.6,209.2,181.3,176.5,171.9,161.5,53.9
2184,68.8,210.6,181.7,176.0,171.5,161.7,54.1
2185,69.1,208.4,178.9,176.4,173.4,161.2,53.4
2186,69.6,209.8,179.6,179.1,172.5,162.1,53.7
2187,68.6,210.0,180.4,174.3,172.0,161.1,53.9
2188,68.2,209.6,181.4,175.2,167.6,160.4,54.0
2189,69.6,209.6,180.6,175.1,169.4,160.8,53.3
2190,68.5,210.5,179.5,176.5,171.5,161.3,54.1
2191,67.6,210.0,180.8,175.2,172.4,161.2,54.4
2192,68.6,208.9,181.8,177.6,172.4,161.9,54.0
2193,68.3,210.8,183.1,177.0,172.8,162.4,54.7
2194,67.4,207.4,179.5,175.8,170.0,160.0,53.7
2195,67.7,207.2,180.1,174.0,169.8,159.8,53.5
2196,67.4,209.7,181.4,174.3,170.3,160.6,54.3
2197,67.4,212.1,179.8,172.8,169.0,160.2,54.6
2198,66.2,206.9,179.3,172.7,169.0,158.8,53.9
2199,66.1,208.9,178.3,173.5,169.7,159.3,54.4
2200,66.2,208.0,178.6,174.9,168.6,159.3,54.2
2201,65.2,209.9,179.9,174.5,169.4,159.8,55.2
2202,65.5,209.5,177.7,175.3,168.4,159.2,54.8
2203,63.1,208.3,178.6,177.1,171.8,159.8,55.9
2204,64.1,214.5,179.7,175.4,173.3,161.4,56.9
2205,63.3,212.4,178.6,176.4,171.3,160.4,56.7
